ชื่อเครื่องมือ,Serial No.,"
Old_Code
",User,Project/Location,Status,วันที่เครื่องมือถูกเบิก,วันครบกำหนดส่งคืน,จำนวนวันที่เบิกไปแล้ว,สถานะการใช้งาน,สถานะการตรวจสอบ/ซ่อม,สถานะ (พร้อมใช้งาน ≥30 วัน)
วิทยุสือสาร,E.MJ.IT.020.030.011.1055,E.MJ.IT.020.030.011.1055,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1057,E.MJ.IT.020.030.011.1057,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1058,E.MJ.IT.020.030.011.1058,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1059,E.MJ.IT.020.030.011.1059,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1060,E.MJ.IT.020.030.011.1060,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1061,E.MJ.IT.020.030.011.1061,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1062,E.MJ.IT.020.030.011.1062,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1063,E.MJ.IT.020.030.011.1063,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1064,E.MJ.IT.020.030.011.1064,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1065,E.MJ.IT.020.030.011.1065,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1066,E.MJ.IT.020.030.011.1066,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1068,E.MJ.IT.020.030.011.1068,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1069,E.MJ.IT.020.030.011.1069,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1070,E.MJ.IT.020.030.011.1070,,Bloom Mental Wellness Hospital (BMWH),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1071,E.MJ.IT.020.030.011.1071,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1072,E.MJ.IT.020.030.011.1072,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1073,E.MJ.IT.020.030.011.1073,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1074,E.MJ.IT.020.030.011.1074,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1075,E.MJ.IT.020.030.011.1075,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1076,E.MJ.IT.020.030.011.1076,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1077,E.MJ.IT.020.030.011.1077,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1078,E.MJ.IT.020.030.011.1078,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1079,E.MJ.IT.020.030.011.1079,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1080,E.MJ.IT.020.030.011.1080,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1081,E.MJ.IT.020.030.011.1081,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1082,E.MJ.IT.020.030.011.1082,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1083,E.MJ.IT.020.030.011.1083,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1084,E.MJ.IT.020.030.011.1084,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1085,E.MJ.IT.020.030.011.1085,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1086,E.MJ.IT.020.030.011.1086,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1087,E.MJ.IT.020.030.011.1087,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1088,E.MJ.IT.020.030.011.1088,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1089,E.MJ.IT.020.030.011.1089,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1090,E.MJ.IT.020.030.011.1090,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1091,E.MJ.IT.020.030.011.1091,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1092,E.MJ.IT.020.030.011.1092,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1093,E.MJ.IT.020.030.011.1093,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1094,E.MJ.IT.020.030.011.1094,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1095,E.MJ.IT.020.030.011.1095,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1096,E.MJ.IT.020.030.011.1096,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1097,E.MJ.IT.020.030.011.1097,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1098,E.MJ.IT.020.030.011.1098,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1099,E.MJ.IT.020.030.011.1099,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1100,E.MJ.IT.020.030.011.1100,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),กำลังตรวจสอบ / ซ่อม,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1101,E.MJ.IT.020.030.011.1101,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1102,E.MJ.IT.020.030.011.1102,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1103,E.MJ.IT.020.030.011.1103,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1104,E.MJ.IT.020.030.011.1104,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1105,E.MJ.IT.020.030.011.1105,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1106,E.MJ.IT.020.030.011.1106,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1107,E.MJ.IT.020.030.011.1107,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1108,E.MJ.IT.020.030.011.1108,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1109,E.MJ.IT.020.030.011.1109,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1110,E.MJ.IT.020.030.011.1110,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1111,E.MJ.IT.020.030.011.1111,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1112,E.MJ.IT.020.030.011.1112,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1113,E.MJ.IT.020.030.011.1113,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1114,E.MJ.IT.020.030.011.1114,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1115,E.MJ.IT.020.030.011.1115,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1116,E.MJ.IT.020.030.011.1116,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1117,E.MJ.IT.020.030.011.1117,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1118,01077017-1,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1119,01087334-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1120,03017237-1,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1121,120014978,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1122,120022241,,Live Ramintra KM.8,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1123,120022023,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1124,120025169,,One Bangkok Mix-Use Development (Forum),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1125,120014871,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1126,130018298,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1127,10895627,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1128,10906905,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1129,20040877,,Bloom Mental Wellness Hospital (BMWH),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1130,120022168,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1131,10784280,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1132,120022289,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1133,130015138,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1134,10708040,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1135,10801190,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1136,10895641,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1137,30118792,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1138,30159255,,Image 49,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1139,30118018,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1140,01085389-8,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1141,30118935,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1142,03011900-8,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1144,01087943-4,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1145,11003582-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1146,11004906-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1148,03016682-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1149,01081460-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1151,11003429-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1152,E.MJ.IT.020.030.011.1152,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1153,E.MJ.IT.020.030.011.1153,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1154,E.MJ.IT.020.030.011.1154,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1155,01085390-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1157,01071569-3,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1158,01087358-4,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1159,12002214-4,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1160,01070461-3,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1161,01059190-5,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1162,01080671-1,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1163,03018159-9,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1164,02005706-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1165,E.MJ.IT.020.030.011.1165,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1166,03016646-2,,Baan Sansiri Bangna,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1167,11003458-4,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1168,02005709-1,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1169,11004891-8,,Sukhumvit 29 Hotel (HT-SKV29),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1170,02005703-9,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1171,02007055-3,,Baan Sansiri Bangna,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1172,13001812-2,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1174,02004838-5,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1175,01076546-3,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1176,03011727-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1177,01081033-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1178,03011862-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1180,01090693-6,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1181,03017753-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1182,03015979-8,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1184,02007046-3,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1185,03018161-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1186,13002417-6,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1187,03015996-1,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1188,03011713-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1189,01080731-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1190,03015981-9,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1191,01090691-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1192,02007048-7,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1193,03017748-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1194,03017757-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1195,02004827-1,,Prannok-Tadmai (DH2),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1196,12001489-5,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1198,01076934-0,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1199,11003441-8,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1200,02005712-9,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1201,03015935-2,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1202,03004694-5,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),เสียหาย,,,,,,
วิทยุสือสาร,E.MJ.IT.020.030.011.1203,01084833-9,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1204,01081667-3,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1205,10990697-4,,ESCENT NAKHON SI,พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1206,E.MJ.IT.020.030.011.1206,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1207,E.MJ.IT.020.030.011.1207,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1208,E.MJ.IT.020.030.011.1208,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1209,E.MJ.IT.020.030.011.1209,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1210,E.MJ.IT.020.030.011.1210,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1211,E.MJ.IT.020.030.011.1211,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1212,E.MJ.IT.020.030.011.1212,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1213,E.MJ.IT.020.030.011.1213,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1214,E.MJ.IT.020.030.011.1214,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
วิทยุสือสาร,E.MJ.IT.020.030.011.1215,E.MJ.IT.020.030.011.1215,,แผนกและคลังเทคโนโลยีสารสนเทศ (IT),พร้อมใช้งาน,,,,,,ไม่มีใครใช้
